objectid,filename,title,creator,author,date,display_date,year,decade,description,subject,genre,location,latitude,longitude,source,type,format,rights,object_location
1987-04-11_invasionmetal,1987-04-11_invasionmetal.jpg,"Kronos, Kraken, Kocoa y Oxmozis invaden Bogotá",Periódico El Espectador,Tatiana Munévar Bahamón,11/4/1987,11 de abril de 1987,1987,1980s,"Nota sobre un concierto de bandas de metal en Bogotá, donde Kronos, Kraken, Kocoa y Oxmozis compartieron escenario. La reseña destaca la energía del público juvenil y la fuerza de la escena emergente, que empezaba a construir identidad propia en medio de la marginalidad cultural. El evento es narrado como símbolo de cohesión subcultural y resistencia a los estigmas sociales.",Bogotá; la Media Torta; Primer Festival de Rock Colombiano; Kronos; Kraken; Oxmosis; Logística Cultural; Idct; Policía Metropolitana; Defensa Civil; Repertorio en Español; Recepción del Público; Estética Juvenil; Escena Interciudades; Políticas Culturales; Rock colombiano; Kocoa; Metal Colombiano; Juventud; Cohesión Subcultural; Prensa Cultural.,Reseña,Teatro al Aire Libre La Media Torta,4.6003444,-74.0659169,El Espectador p. 4B,Image,image/jpeg,© Derechos de autor pertenecen al periódico El Espectador. Uso académico sin fines comerciales.,
1987-07-04_conciertoamistad,1987-07-04_conciertoamistad.jpg,El concierto de la amistad,Periódico El Mundo,Anónimo,4/7/1987,4 de julio de 1987,1987,1980s,"Agenda y crónica breve en torno al Concierto de la Amistad en Medellín (programación de fin de semana). El texto articula la música pop/rock como dispositivo de convivencia y recaudo/beneficio, destacando la mezcla de propuestas locales con referentes internacionales en radio y TV. A nivel discursivo, enfatiza la función cívica del espectáculo en un contexto de violencia urbana: la cultura juvenil aparece como espacio de encuentro regulado (normas, horarios, escenarios), mientras los medios construyen prestigio y visibilidad para bandas emergentes. Se mencionan ránquines y lanzamientos (listas “A 45 R.P.M.”), conectando consumo musical, circulación mediática y capital simbólico de los artistas.",Concierto de la Amistad; Sonoclip; Música y Valores; Cultura Juvenil; Eventos Musicales; Prensa Cultural; Rock colombiano,Crónica,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Mundo, pág. 3B",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Mundo. Uso académico sin fines comerciales.,
1988-30-01_contactoilimitado,1988-30-01_contactoilimitado.jpg,"Esta noche hacemos ""Contacto""",Periódico El Nuevo Siglo,Anónimo,31/1/1988,30 de enero de 1988,1988,1980s,"Este artículo analiza el nuevo ciclo artístico de Compañía Ilimitada a través del lanzamiento de su álbum Contacto, destacando la evolución sonora y estética de la banda dentro del panorama del rock colombiano. Con un enfoque en la Cobertura del lanzamiento en gala de Contacto, el LP de Compañía Ilimitada, presentado como hito de “madurez musical” para el rock en español en Colombia. El relato contrapone los “lanzamientos íntimos” con un evento de gran formato producido por Metro Producciones y CBS, con despliegue técnico (pantalla gigante, luces, sonido) y presencia de figuras públicas (Andrés Pastrana, César Gaviria, Luis Carlos Galán, Álvaro Leyva), lo cual sitúa la música juvenil en la agenda cultural y política. La nota reivindica la persistencia del grupo (nueve años de trabajo) frente al carácter efímero del mercado, y articula memoria, profesionalización y mercado discográfico como condiciones de posibilidad de la escena. Para tu análisis, aporta evidencia sobre la integración entre industria musical, medios y élites políticas en la transición del rock nacional hacia públicos masivos.",Compañía Ilimitada; Álbum Contacto; CBS; Metro Producciones; Lanzamiento en Gala; Industria Discográfica; Prensa Cultural; Política y Música; Andrés Pastrana; César Gaviria; Luis Carlos Galán; Álvaro Leyva; Profesionalización; Bogotá; Rock colombiano; Contacto; Evolución Musical; Medios de Comunicación; los Flippers; la Banda Nueva; Cultura Juvenil; Estética Visual; Álbum Musical; Transformación Artística; Cultura urbana; Identidad Sonora; Generación Rockera.,Reseña,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Nuevo Siglo, pág. 1C",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Nuevo Siglo. Uso académico sin fines comerciales.,
1988-02-18_genesisnormal,1988-02-18_genesisnormal.jpg,De nuevo Génesis: “absolutamente normal”,Periódico El Nuevo Siglo,Anónimo,18/2/1988,18 de febrero de 1988,1988,1980s,"Perfil histórico de Génesis y crónica de su reaparición con el LP Absolutamente normal, autogestionado junto a Discos Diamante. Las declaraciones de Humberto Monroy explican el ciclo de apariciones/desapariciones como efecto de la precariedad empresarial del músico en Colombia, y presentan la idea de “empresa de música” como horizonte para sostener proyectos. El artículo caracteriza el “rock andino” de la banda (flautas, rondadores, percusión nativa) en diálogo con instrumentación eléctrica, y reconstruye trayectorias individuales y repertorios que conectan con Los Speakers. La pieza aporta claves para entender hibridaciones estéticas, autonomía productiva y redes familiares/afectivas que sostienen la continuidad de la creación. Útil para cartografiar genealogías del rock nacional y sus cruces con el folclor urbano.",Génesis; Humberto Monroy; Discos Diamante; Absolutamente Normal; Rock Andino; Hibridación Sonora; Autogestión; Empresa Musical; Instrumentos Andinos; Bogotá; los Speakers; Memoria Musical; Industria Independiente; Rock colombiano; Regreso Musical; Historia del Rock.,Reseña,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Nuevo Siglo, pág. 17",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Nuevo Siglo. Uso académico sin fines comerciales.,
1988-03-06_rocknacionalenellimbo,1988-03-06_rocknacionalenellimbo.jpg,Rock nacional: en el limbo,Periódico El Tiempo,Jorge León Pineda,6/3/1988,6 de marzo de 1988,1988,1980s,"Columna de opinión que diagnostica la “encrucijada” del rock y pop colombianos ante dos cuellos de botella: la promoción radial insuficiente y las deficiencias técnicas de grabación/usos del acetato, en un ecosistema mediático que privilegia repertorios extranjeros. El texto cruza posiciones de disqueras (CBS) y estaciones (88.9, Todelar, Tequendama, Cerros Stereo) sobre cuotas de emisión, estrategias de rotación y “programas especializados”, y alerta sobre la piratería como freno a la distribución promocional. Para tu tesis, la pieza es central como fuente de clima de opinión sobre políticas de difusión, barreras de mercado y construcción mediática del “éxito” (rotación mínima, semanas). Señala, además, la paradoja de un talento local subestimado pese al auge regional del rock en español",Radiodifusión; 88.9; Todelar Stereo; Radio Tequendama; Cerros Stereo; CBS; Promoción Musical; Cuotas de Emisión; Piratería; Industria Discográfica; Circulación Cultural; Políticas de Medios; Opinión Pública; Rock colombiano; Escena Nacional; Industria Musical; Medios de Comunicación; Radio Tequendama Stereo; Superestación; Invisibilización Cultural; Prensa Cultural; El Tiempo; Agrupación Colombiana.,Opinión,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Tiempo, pág. 5B",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,
1988-25-03_danger,1988-25-03_danger.jpg,"Danger, monumento a la tenacidad",Periódico El Mundo,Anónimo,25/3/1988,mediados de los 80s,1988,1980s,"Ensayo-perfil sobre Danger como emblema de la ética del trabajo en el ultrametal paisa: un proyecto forjado entre carencias, autoconstrucción de instrumentos, rifas y persistencia. El texto reconstruye su origen (Black Snow, 1982), su tránsito de influencias (Sabbath, Judas, Scorpions, Saxon) al ultrametal, y sus apuestas estéticas/ideológicas (violentar “lo mental”, protesta social). También registra su participación en la Batalla de las Bandas (1985) y el plan de debut discográfico con Faster Producciones (“Las brujas de Salem”; “El inconforme”) como vía independiente frente al desinterés de majors. El artículo sitúa a Danger dentro de una ecología de escenas (punks, ultras, heavys) y argumenta por un “dejar ser” que permita florecer la diversidad musical de Medellín.",Black Angel; Exodus; Slayer; Metallica; Medellín; Batalla de las Bandas; Rock colombiano; Danger; Ultrametal; Underground; Autogestión; Crítica Social; Antonio Calao; Faster Producciones; Heavy Metal; Resistencia cultural; Juventud; Industria Discográfica; Black Snow; Opus; las Brujas de Salem; El Inconforme; Ética del Trabajo; Influencias Internacionales; Escenas Juveniles.,Reseña,"Medellín, Colombia",6.2443677,-75.6636154,El Mundo pág. 4B,Image,image/jpeg,© Derechos de autor pertenecen al periódico El Mundo. Uso académico sin fines comerciales.,
1988-04-08_rockpaisabogota,1988-04-08_rockpaisabogota.jpg,Fin de semana con rock paisa en Bogotá,Periódico El Tiempo,Xiomara Ivonne Martínez,8/4/1988,8 de abril de 1988,1988,1980s,"Nota de agenda que anuncia fin de semana con rock paisa en Bogotá con Kraken y Clímax en Nix y Keop’s, en clave de mostrar la evolución del sonido medellinense ante públicos capitalinos. La pieza perfila a Kraken (mensajes de superación, “línea tecnológica” desde el heavy, letras propias en español) y recuenta esfuerzos materiales (venta puerta a puerta para comprar instrumentos) como signo de ethos emprendedor en la escena. A la vez, visibiliza circuitos de clubes y un público que busca medir el estado del rock nacional fuera de festivales, en plazas privadas de alto flujo. Documento útil para mapear circuitos, repertorios y narrativas de identidad que acompañan la expansión interurbana del género.",Bogotá; Nix Club; Keop’S; Medellín; Kraken; Clímax; Heavy Metal; Mensajes de Superación; Circuitos de Clubes; Economías Musicales; Circulación Interurbana; Público Juvenil; Prensa Cultural; Rock colombiano; Intercambio Musical.,Noticia,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Tiempo, pág. 2B",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,
1988-04-10_rockanrol,1988-04-10_rockanrol.jpg,30 Años de Rockanrol,Periódico El Tiempo,Anónimo,10/4/1988,10 de abril de 1988,1988,1980s,"Panorama histórico del rock en Colombia y su diálogo con América, desde la irrupción de Bill Haley y Elvis y la histeria juvenil de los cincuenta hasta la Nueva Ola, los festivales de la calle 60 y el Parque Nacional y el sincretismo de Génesis con ritmos locales. El texto reconstruye la entrada del género vía radio y cine, la estética juvenil de la época y la masificación de conciertos, y enlaza nombres como The Beach Boys, Janis Joplin, Santana, The Who y Ten Years After para explicar ciclos que van del rock pesado al sonido de Filadelfia y la era del video. Se perfila a Los Speakers y Los Flippers como pioneros y se traza una línea de continuidad hacia los ochenta, cuando la electrónica y el videoclip reordenan la escucha.",Historia del Rock en Colombia; Bill Haley; Elvis Presley; The Beatles; The Rolling Stones; The Beach Boys; Janis Joplin; Santana; The Who; Ten Years After; Nueva Ola; Calle 60; Parque Nacional; Génesis Banda; Ritmos Colombianos; los Speakers; los Flippers; Masificación de Conciertos; Rock colombiano; Rock Internacional en Colombia,Noticia,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Tiempo, Lecturas Dominicales, pág. 8",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,
1988-04-10_nuevaola,1988-04-10_nuevaola.jpg,Nueva Ola,Periódico El Tiempo,Anónimo,10/4/1988,10 de abril de 1988,1988,1980s,"Crónica de la irrupción de la Nueva Ola en Colombia con Radio 15 como plataforma y el Clan Estudio 15 como incubadora de figuras. Se perfilan Harold Orozco y Óscar Golden como rostros caleños del primer boom, al lado de Lida Zamora, mientras el Club del Clan impulsa nuevas voces. El relato destaca a Los Speakers y Los Flippers como pioneros bogotanos por los que pasaron varias generaciones de músicos, y sitúa a Humberto Monroy como nodo de tránsito hacia el folk rock de Génesis. La pieza muestra cómo medios, giras y primeros sencillos en sellos grandes abrieron mercado juvenil y hábitos de consumo cultural.",Nueva Ola; Radio 15; Clan Estudio 15; Harold Orozco; Óscar Golden; Lida Zamora; Club del Clan; los Speakers; los Flippers; Humberto Monroy; Génesis Banda; Mercado Juvenil; Medios de Comunicación; Bogotá; Cali; Rock colombiano,Crónica,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Tiempo, pág. 9",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,
1988-05-08_companiailimitada,1988-05-08_companiailimitada.jpg,Compañía Ilimitada Contacto con la Música,Periódico El Nuevo Siglo,Juanita Samper Ospina y Juan Carlos Iragorri,8/5/1988,8 de mayo de 1988,1988,1980s,"Artículo en dos páginas que analiza el papel de Compañía Ilimitada en la Entrevista de largo aliento con Compañía Ilimitada que reconstruye su biografía creativa, desde colegios y murgas hasta bares y TV, la transición definitiva al español y el camino hacia Contacto (CBS). Las voces de Camilo Jaramillo y Juan Manuel Pulido articulan técnica (teoría, armonía, arreglos), memoria del grupo, obstáculos del mercado y el papel de Andrew Loog Oldham como garante de dirección artística. El texto discute especificidades del mercado colombiano (cinco ciudades principales con hábitos distintos), y revisa composición, canciones emblemáticas como “Siloé”, tensiones con drogas, y la necesidad de un “contacto ilimitado” entre público y rock en español. Documento clave para tu eje de profesionalización, industria y construcción de un canon del rock colombiano en la prensa.",Compañía Ilimitada; Siglorama; Rock colombiano; Industria Musical; Identidad Sonora; Profesionalización; Juanita Samper Ospina; Juan Carlos Iragorri; Camilo Jaramillo; Juan Manuel Pulido; Andrew Loog Oldham; CBS; Contacto; Siloé; Proceso Creativo; Formación Musical; Bares y Televisión; Mercado Colombiano; Drogas y Música; Entrevistas; Rock Nacional.,Reseña,"Bogotá D. C., Colombia",4.6207812,-74.0822653,"El Nuevo Siglo, pág. 1 y 3-B",Image,image/jpeg,© Derechos de autor pertenecen al periódico El Nuevo Siglo. Uso académico sin fines comerciales.,
